barcode;dateaccessioned;booksellerid;homebranch;price;replacementprice;itemcallnumber;holdingbranch;title;author;isbn
5993;2018-08-07;;FING;;;54;FING;"Herramientas de evaluación en el aula.";"Tenutto, Marta Alicia";950550280X
5994;2018-08-07;;FING;;;99;FING;"Planificar, enseñar, aprender y evaluar por competencias :";"Tenutto, Marta Alicia";9789870578970
5995;2018-08-07;;FING;;;59;FING;"Estilos tecnológicos :";"Varsavsky, Oscar";9789871741489
5999;2018-08-07;;FING;;;3;FING;"Genética :";"Passarge, Eberhard";9788498351927
6000;2018-08-07;;FING;;;80;FING;"Reingeniería farmaceútica :";"Peretta, Marcelo Daniel";9500617064
6006;2018-08-07;;FING;;;5;FING;"Introducción a la biología celular.";"Alberts, Bruce";9786077743187
6008;2018-08-07;;FING;;;6;FING;"Laboratorio de química general.";"Llano Lomas, Mercedes";9788429173949
6011;2018-08-07;;FING;;;80;FING;"MediPharm® Tratado de medicina farmacéutica.";"Hernández Herrero, Gonzalo";9788498350104
6014;2018-08-07;;FING;;;26;FING;"Fundamentos de bioquímica :";"Voet, Donald";9789500623148
6018;2018-08-07;;FING;;;3;FING;"Bailey [&] Scott Diagnóstico microbiológico.";"Forbes, Betty A.";9789500682435
6019;2018-08-07;;FING;;;3;FING;"Koneman Diagnóstico microbiológico :";"Winn, Washington C.";9786077743804
6022;2018-08-07;;FING;;;7;FING;Patología.;"Mohan, Harsh";9789500602860
6024;2018-08-07;;FING;;;5;FING;"El mundo de la célula.";"Becker, Wayne M.";9788420550138
6025;2018-08-07;;FING;;;44;FING;"New materials and technologies for healthcare.";"Hench, Larry L.";9781848165588
6026;2018-08-07;;FING;;;55;FING;"The measurement, instrumentation, and sensors handbook.";"Webster, John G.";9780849383472
6027;2018-08-07;;FING;;;59;FING;"En_línea :";"Cassany, Daniel";9788433963437
6039;2018-08-07;;FING;;;38;FING;"Instalaciones en edificios.";"Quadri, Néstor Pedro";9789505531707
6040;2018-08-07;;FING;;;38;FING;"Instalaciones de gas.";"Quadri, Néstor Pedro";9789505530564
6044;2018-08-07;;FING;;;45;FING;"Physics in nuclear medicine.";"Cherry, Simon R.";9781416051985
6045;2018-08-07;;FING;;;19;FING;"Cálculo en biología molecular y biotecnología :";"Stephenson, Frank H.";9788480869096
6047;2018-08-07;;FING;;;89;FING;"Matemática...¿estás ahí? :";"Paenza, Adrián";9789876291224
6052;2018-08-07;;FING;;;54;FING;"Informes de proyectos de innovación e incentivo a la docencia :";;9789506983116
1736;2018-08-07;;FING;;;S1;FING;"<mil novecientos noventa y tres>1993 Annual book of ASTM standards :";;0803119674
6057;2018-08-07;;FING;;;41;FING;"Introduction to biomedical engineering.";"Enderle, John T.";9780123749796
6061;2018-08-07;;FING;;;1;FING;"Los recursos hídricos en la región del Mercosur :";"Fernández Cirelli, Alicia";9788578050412
6066;2018-08-07;;FING;;;23;FING;"Variable compleja y aplicaciones.";"Churchill, Ruel V.";8448142128
6072;2018-08-07;;FING;;;8;FING;Quimiometría.;"Mongay Fernández, Carlos";8437059232
6076;2018-08-07;;FING;;;59;FING;"¿Qué es esa cosa llamada ciencia?.";"Chalmers, Alan F.";9788432314308
6078;2018-08-07;;FING;;;12;FING;"Anatomía y fisiología del sistema nervioso: :";"Dos Santos Lara, José Ángel";
6080;2018-08-07;;FING;;;1;FING;Biología.;"Villee, Claude A.";9682512255
6082;2018-08-07;;FING;;;57;FING;"Código civil de la República Argentina :";;9789502023144
6085;2018-08-07;;FING;;;9;FING;"Química orgánica :";"Galagovsky, Lydia R.";9789502309842
6086;2018-08-07;;FING;;;37;FING;"Proyectos ambientales y sustentabilidad.";"Durán, Diana";9789508923981
6088;2018-08-07;;FING;;;80;FING;"Rang y Dale Farmacología.";"Rang, H.P.";9788480869089
6096;2018-08-07;;FING;;;9;FING;"Química orgánica :";"Wade, L. G.";9786073207904
6097;2018-08-07;;FING;;;9;FING;"Química orgánica :";"Wade, L. G.";9786073207935
6098;2018-08-07;;FING;;;27;FING;"Amplificadores operacionales y circuitos integrados lineales.";"Coughlin, Robert F.";9701702670
6100;2018-08-07;;FING;;;6;FING;"Nomenclatura de las sustancias químicas.";"Peterson, W.R.";9788429176049
6101;2018-08-07;;FING;;;80;FING;"Burger's medicinal chemistry and drug discovery :";"Abraham, Donald J.";0471370282
6102;2018-08-07;;FING;;;80;FING;"Farmacología :";"Lüllmann, Heinz";9788498352177
6103;2018-08-07;;FING;;;80;FING;"Secretos de la industria farmacéutica.";"Hubbard, Bryan";8496194841
6106;2018-08-07;;FING;;;63;FING;"Memoria 1997.";;
6110;2018-08-07;;FING;;;24;FING;"OpenGL® programming guide :";"Shreiner, Dave";9780321773036
6111;2018-08-07;;FING;;;47;FING;"Digital image processing for medical applications.";"Dougherty, Geoff";9780521860857
6113;2018-08-07;;FING;;;29;FING;"Fibra óptica hasta el hogar :";"Schmidberg, Eduardo";9789871716852
6126;2018-08-07;;FING;;;99;FING;"¿Cuándo, qué y cómo estudio? :";"Tresca, María A.";9789875380981
6127;2018-08-07;;FING;;;11;FING;"Física para la ciencia y la tecnología :";"Tipler, Paul A.";9788429144215
6128;2018-08-07;;FING;;;15;FING;"Física para la ciencia y la tecnología :";"Tipler, Paul A.";
6130;2018-08-07;;FING;;;37;FING;"Proyectos ambientales en la industria.";"Baca Urbina, Gabriel";9702410355
6131;2018-08-07;;FING;;;31;FING;"Electrónica digital :";"Acha Alegre, Santiago";9786077854746
6140;2018-08-07;;FING;;;25;FING;"Handbook of electromagnetic materials :";"Neelakanta, Perambus S.";0849325005
6141;2018-08-07;;FING;;;32;FING;"Schaum's outline of theory and problems of finite element analysis.";"Buchanan, George R.";0070087148
6142;2018-08-07;;FING;;;23;FING;"Schaum's outline of theory and problems of differential equations.";"Bronson, Richard";0070080194
6144;2018-08-07;;FING;;;59;FING;"Escribir una tesis :";"Cubo de Severino, Liliana";9789876022033
6146;2018-08-07;;FING;;;47;FING;"Feature extraction and image processing for computer vision.";"Nixon, Mark S.";9780123965493
6147;2018-08-07;;FING;;;34;FING;"Mecánica de materiales.";"Hibbeler, R.C.";9786073205597
6148;2018-08-07;;FING;;;4;FING;Neuroanatomía.;"Puelles López, L.";9788479034535
6197;2018-08-07;;FING;;;33;FING;"Ingeniería termodinámica.";"Rajput, R.K.";9781934015148
6198;2018-08-07;;FING;;;3;FING;"Historia de los genes :";"Gallardo, Susana";9789876143127
6199;2018-08-07;;FING;;;40;FING;"Historia de la salud :";"Rodríguez, Marcelo";9789876142854
6201;2018-08-07;;FING;;;63;FING;"Anuario del presupuesto 2013.";"Arbelo, Juan Manuel";
6204;2018-08-07;;FING;;;80;FING;"Fundamentos de farmacología básica y clínica.";"Ruiz-Gayo, Mariano";9788498355987
6207;2018-08-07;;FING;;;3;FING;"Introducción a la microbiología.";"Tortora, Gerard J.";
6208;2018-08-07;;FING;;;15;FING;"Física para la ciencia y la tecnología :";"Tipler, Paul A.";9788429144307
6209;2018-08-07;;FING;;;50;FING;"Guía de proyectos de inversión :";"Sosa Pulido, Demetrio";9786070502408
6214;2018-08-07;;FING;;;80;FING;"Preparados farmacéuticos y parafarmacéuticos :";"Barbé Rocabert, Coloma";8445811266
6215;2018-08-07;;FING;;;33;FING;"Transferencia de calor y masa :";"Çengel, Yunus A.";9786071505408
6216;2018-08-07;;FING;;;80;FING;"Biofarmacia y farmacocinética :";"Aguilar Ros, Antonio";9788490222607
6217;2018-08-07;;FING;;;35;FING;"Técnicas numéricas en ingeniería de fluidos :";"Fernández Oro, Jesús Manuel";9788429126020
6240;2018-08-07;;FING;;;80;FING;"Capillary electrophoresis method for pharmaceutical analysis.";"Ahuja, Satinder";9780123725738
6235;2018-08-07;;FING;;;42;FING;"Clinical engineering :";"Taktak, Azzam";9780123969613
6236;2018-08-07;;FING;;;80;FING;"Pharmaceutical analysis :";"Watson, David G.";9780702046216
6239;2018-08-07;;FING;;;80;FING;"Foye's Principles of medicinal chemistry.";"Lemke, Thomas L";9781609133450
6241;2018-08-07;;FING;;;80;FING;"Manual de tecnología farmacéutica.";"Lozano, María del Carmen";9788480866002
6242;2018-08-07;;FING;;;44;FING;"Tissue engineering :";"Saltzman, W. Mark";9780195141306
6243;2018-08-07;;FING;;;80;FING;"Hugo and Russell's Phamaceutical microbiology.";"Denyer, Stephen P.";9781444330632
6244;2018-08-07;;FING;;;80;FING;"Introduction to the pharmaceutical sciences :";"Pandit, Nita K.";9781609130015
6246;2018-08-07;;FING;;;80;FING;"HPLC Methods for pharmaceutical analysis :";"Lunn, George";0471331910
6252;2018-08-07;;FING;;;80;FING;"NMR Spectroscopy in pharmaceutical analysis.";"Holzgrabe, Ulrike";9780444531735
6459;2018-08-07;;FING;;;2;FING;"Anatomía y fisiología.";"Marieb, Elaine N.";9788478290949
6254;2018-08-07;;FING;;;24;FING;"Numerical methods in biomedical engineering.";"Dunn, Stanley M.";9780121860318
6256;2018-08-07;;FING;;;3;FING;"From genes to genomes :";"Dale, Jeremy W.";9780470683866
6260;2018-08-07;;FING;;;80;FING;"Lo esencial en farmacología :";"Battista, Elisabetta";9788490223185
6263;2018-08-07;;FING;;;80;FING;"Good manufacturing practices for pharmaceuticals.";"Nally, Joseph D.";9780849339721
6264;2018-08-07;;FING;;;80;FING;"Current good manufacturing practices :";"Allport-Settle, Mindy J.";1449505236
3526;2018-08-07;;FING;;;63;FING;"Avance 1997 en el estudio de lógicas académicas tendientes a la organización de políticas presupuestarias en la Universidad.";;9506980594
3589;2018-08-07;;FING;;;63;FING;"Informe de distribución presupuestaria 1997 :";"Larrazábal, Hugo Rómulo";
3657;2018-08-07;;FING;;;63;FING;"Informe de distribución presupuestaria 1998 :";"Larrazábal, Hugo Rómulo";
4046;2018-08-07;;FING;;;63;FING;"Anuario del presupuesto 2001.";"Larrazábal, Hugo Rómulo";
2391;2018-08-07;;FING;;;63;FING;"Memoria año 1987.";;
1187;2018-08-07;;FING;;;63;FING;"Memoria año 1988.";;
3108;2018-08-07;;FING;;;63;FING;"Memoria año 1989.";;
2392;2018-08-07;;FING;;;63;FING;"Memoria año 1990.";;
3110;2018-08-07;;FING;;;63;FING;"Memoria año 1991.";;
2482;2018-08-07;;FING;;;63;FING;"Memoria 1993.";;
3304;2018-08-07;;FING;;;63;FING;"Memoria 1994.";;
3443;2018-08-07;;FING;;;63;FING;"Memoria 1995.";;
3663;2018-08-07;;FING;;;63;FING;"Memoria 1997.";;
3258;2018-08-07;;FING;;;63;FING;"Censo de estudiantes de universidades nacionales 1994 :";;
3103;2018-08-07;;FING;;;63;FING;"Censo de estudiantes de universidades nacionales 1994 :";;
3185;2018-08-07;;FING;;;63;FING;"Censo de estudiantes de universidades nacionales 1994 :";;
3290;2018-08-07;;FING;;;63;FING;"Censo de estudiantes de universidades nacionales 1994 :";;
3664;2018-08-07;;FING;;;63;FING;"Anuario 1997 de estadísticas universitarias.";"Kisilevsky, Marta";
265;2018-08-07;;FING;;;63;FING;"Boletín estadística trimestral :";;
226;2018-08-07;;FING;;;63;FING;"Anuario estadístico de la República Argentina :";;
3532;2018-08-07;;FING;;;61;FING;"Las nuevas realidades :";"Drucker, Peter F.";9500705702
6271;2018-08-07;;FING;;;6;FING;"Química general.";"Umland, Jean B.";
6274;2018-08-07;;FING;;;8;FING;"Fundamentos de catálisis heterogénea.";"Castro, Alberto A.";9789876579193
6275;2018-08-07;;FING;;;37;FING;"Química para ingeniería ambiental.";"Sawyer, Clair N.";9584101641
6278;2018-08-07;;FING;;;14;FING;"Matemáticas discretas.";"Espinosa Armenta, Ramón";9786077854579
4026;2018-08-07;;FING;;;62;FING;"Linear applications :";;
6290;2018-08-07;;FING;;;35;FING;"Mecánica de los fluidos :";"Brun, A.E.";"8433564188 | 843356417X"
6291;2018-08-07;;FING;;;35;FING;"Mecánica de los fluidos :";"Brun, A.E.";"8433564196 | 843356417X"
6296;2018-08-07;;FING;;;14;FING;"Álgebra lineal y geometría analítica.";"Colombo, María Mercedes";9789506983468
6302;2018-08-07;;FING;;;99;FING;"Cambios y continuidades en la escuela secundaria :";;
6303;2018-08-07;;FING;;;80;FING;"An introduction to  pharmaceutical sciences :";"Roy, Jiben";9781907568527
6304;2018-08-07;;FING;;;80;FING;"Sterility, sterilisation and sterility assurance for pharmaceuticals :";"Sandle, Tim";9781907568381
6305;2018-08-07;;FING;;;42;FING;"MEMS for biomedical applications.";"Bhansali, Shekhar";9780857091291
6307;2018-08-07;;FING;;;50;FING;"Mastering Redmine :";"Lesyuk, Andriy";9781849519144
6308;2018-08-07;;FING;;;35;FING;"Microfluidic technology and applications.";"Koch, Michael";0863802443
6310;2018-08-07;;FING;;;34;FING;"Mecánica técnica y estática gráfica.";"Renaud, Adolfo Jorge";
6311;2018-08-07;;FING;;;25;FING;"Teoría moderna de circuitos eléctricos.";"Iñigo Madrigal, Rafael";8436800702
6312;2018-08-07;;FING;;;46;FING;"Física atómica general.";"Blackwood, Oswald H.";
6313;2018-08-07;;FING;;;34;FING;"Mecánica analítica para ingenieros.";"Seely, Fred B.";
6315;2018-08-07;;FING;;;10;FING;"Física aplicada a la farmacia y biología física biológica :";"Brachetta, Victorio";
6317;2018-08-07;;FING;;;3;FING;"Prescott, Harley y Klein Microbiología.";"Willey, Joanne M.";9788448168278
6318;2018-08-07;;FING;;;25;FING;"The electrical engineering handbook.";"Dorf, Richard C.";0849385741
6319;2018-08-07;;FING;;;12;FING;"Manejo clínico de los gases sanguíneos.";"Shapiro, Barry A.";9500619873
6321;2018-08-07;;FING;;;40;FING;"Medicina y salud pública.";"Mazzáfero, Vicente Enrique";9502310322
6323;2018-08-07;;FING;;;30;FING;"Programa y libro de resúmenes.";"Torres, M. E.";9789506982799
6329;2018-08-07;;FING;;;40;FING;"La política sanitaria del peronismo.";"Ramacciotti, Karina";9789507867682
6343;2018-08-07;;FING;;;57;FING;"Código civil y comercial de la Nación.";;9789870117186
6349;2018-08-07;;FING;;;2;FING;"Anatomía clínica /";"Pró, Eduardo Adrián";9789500606035
6352;2018-08-07;;FING;;;2;FING;"Principios de anatomía y fisiología.";"Tortora, Gerard J.";9786077743781
6354;2018-08-07;;FING;;;4;FING;"Prometheus :";"Schünke, Michael";"9788498357639 | 9788479039806"
6359;2018-08-07;;FING;;;2;FING;"Atlas de histología normal.";"Di Fiore, Mariano";9789500208451
6361;2018-08-07;;FING;;;80;FING;"Farmacología para fisioterapeutas.";"Betés de Toro, Mariano";9788498351743
6362;2018-08-07;;FING;;;37;FING;"Biomechanics and motor control of human movement.";"Winter, David A.";9780470398180
6363;2018-08-07;;FING;;;42;FING;"Cardiac pacing, defibrillation and resynchronization.";"Hayes, David L.";9780470658338
6364;2018-08-07;;FING;;;43;FING;"Biomedical photonics handbook :";"Vo-Dinh, Tuan";9781420085129
6365;2018-08-07;;FING;;;43;FING;"Biomedical photonics handbook :";"Vo-Dinh, Tuan";9781420085143
6366;2018-08-07;;FING;;;43;FING;"Biomedical photonics handbook :";"Vo-Dinh, Tuan";9781420085167
6367;2018-08-07;;FING;;;37;FING;"Measuring walking :";"Baker, Richard";9781908316660
6369;2018-08-07;;FING;;;53;FING;"Tutorial on neural systems modeling.";"Anastasio, Thomas J.";9780878933396
6372;2018-08-07;;FING;;;9;FING;"Study guide and full solutions manual [for] Fundamentals of general, organic and biological chemistry. 7th. ed.";"McMurry, Susan E.";9780321776167
6378;2018-08-07;;FING;;;58;FING;"Instrumentos y mediciones eléctricas /";"Sobrevila, Marcelo Antonio";9789505532377
6384;2018-08-07;;FING;;;10;FING;"Anatomía y fisiología.";"Thibodeau, Gary A.";9788490221082
6386;2018-08-07;;FING;;;3;FING;"Lewin's Genes 11.";"Krebs, Jocelyn E.";9781449659851
6387;2018-08-07;;FING;;;40;FING;"Evaluación en salud :";"Hartz, Zulmira María de Araújo";9789508923202
6403;2018-08-07;;FING;;;63;FING;"Anuario del presupuesto 2014.";"Arbelo, Juan Manuel";
6404;2018-08-07;;FING;;;63;FING;"Anuario del presupuesto 2014.";"Arbelo, Juan Manuel";
6405;2018-08-07;;FING;;;3;FING;"La intimidad de las moléculas de la vida :";"Vázquez, Martín";9502314603
6418;2018-08-07;;FING;;;99;FING;"Pedagogía del oprimido.";"Freire, Paulo";9789876290067
6420;2018-08-07;;FING;;;59;FING;"Principio de precaución para una era tecnológica.";"Godina Herrera, Célida";9688637912
6422;2018-08-07;;FING;;;12;FING;"Human anatomy and physiology.";"Van De Graaff, Kent M.";9780071810791
6425;2018-08-07;;FING;;;48;FING;"Probabilidad y estadística para ingeniería y ciencias.";"Walpole, Ronald E.";9786073214179
6429;2018-08-07;;FING;;;23;FING;"Ecuaciones diferenciales :";"Zill, Dennis G.";9786075194431
6435;2018-08-07;;FING;;;10;FING;"Física de los procesos biológicos.";"Cussó, Fernando";843448062X
6436;2018-08-07;;FING;;;40;FING;"Ramón Carrillo :";"Alzugaray, Rodolfo A.";9789505638314
6437;2018-08-07;;FING;;;38;FING;"Instalaciones eléctricas.";"Sobrevila, Marcelo Antonio";9789505532629
6438;2018-08-07;;FING;;;23;FING;"Differential equations and linear algebra.";"Strang, Gilbert";9780980232790
6440;2018-08-07;;FING;;;49;FING;"Microeconomía :";"Samuelson, Paul A.";9786071503350
6443;2018-08-07;;FING;;;9;FING;"Study guide for Chemistry: an introduction to general, organic, and biological chemistry by Karen C. Timberlake, 12 th. ed.";;9781497005662
6447;2018-08-07;;FING;;;23;FING;"Ordinary differential equations :";"Noonburg, V. W.";9781939512048
6449;2018-08-07;;FING;;;35;FING;"Capillarity and wetting phenomena.";"Gennes, Pierre-Gilles de";0387005927
6451;2018-08-07;;FING;;;44;FING;"Biomaterials :";"Chen, Qizhi";9781482227697
6453;2018-08-07;;FING;;;37;FING;"Whittle's Gait analysis.";"Levine, David";9780702042652
6455;2018-08-07;;FING;;;41;FING;"The biomedical engineering handbook :";"Bronzino, Joseph D.";9781439825181
6456;2018-08-07;;FING;;;41;FING;"The biomedical engineering handbook :";"Bronzino, Joseph D.";9781439825259
6457;2018-08-07;;FING;;;41;FING;"The biomedical engineering handbook :";"Bronzino, Joseph D.";9781439825273
6458;2018-08-07;;FING;;;41;FING;"The biomedical engineering handbook :";"Bronzino, Joseph D.";9781439825303
6463;2018-08-07;;FING;;;42;FING;"Mosby's Respiratory care equipment.";"Cairo, J.M.";9780323096218
6465;2018-08-07;;FING;;;42;FING;"Manual de ventilación mecánica.";"Redondo Castán, Luis Carlos";9788485539932
6466;2018-08-07;;FING;;;42;FING;"Replacement of renal function by dialysis :";"Jacobs, C.";9789401741781
6467;2018-08-07;;FING;;;42;FING;"Replacement of renal function by dialysis :";"Jacobs, C.";9789401741781
6468;2018-08-07;;FING;;;32;FING;"Modelling differential equations in biology.";"Taubes, Clifford Henry";9780521708432
6472;2018-08-07;;FING;;;19;FING;"Biocalculus :";"Stewart, James";9781133109631
6473;2018-08-07;;FING;;;44;FING;"Advances in oral tissue engineering.";"Murata, Masaru";9780867156485
6474;2018-08-07;;FING;;;44;FING;"Oral implants :";"Ewers, Rolf";9781850972334
6476;2018-08-07;;FING;;;12;FING;"El ABC del corazón.";"Cichero, Fernando";9789872642600
6484;2018-08-07;;FING;;;3;FING;Genética.;"Griffiths, Anthony J.F.";9788448160913
6486;2018-08-07;;FING;;;11;FING;"Introducción a la física 1.";"Maiztegui, Alberto P.";
6496;2018-08-07;;FING;;;99;FING;"Evaluaciones :";"Celman, Susana";
6498;2018-08-07;;FING;;;40;FING;"Nociones de salud pública.";"Martínez Hernández, Juan";9502310322
6499;2018-08-07;;FING;;;40;FING;"Derechos, políticas sociales y problemáticas contemporáneas :";"Cazzaniga, Susana";9789506983352
6501;2018-08-07;;FING;;;49;FING;"Economía para ingenieros.";"Cepeda González, Isabel";8497323017
6506;2018-08-07;;FING;;;12;FING;"Fisiología del ejercicio :";"Katch, Víctor L.";9788498354805
6511;2018-08-07;;FING;;;10;FING;"Psicología del desarrollo :";"Berger, Kathleen Stassen";9788498357806
6516;2018-08-07;;FING;;;80;FING;"Velázquez Manual de farmacología básica y clínica.";"Lorenzo Fernández, Pedro";9788498354379
6524;2018-08-07;;FING;;;27;FING;"Introducción al análisis de circuitos.";"Boylestad, Robert L.";9786073205849
6527;2018-08-07;;FING;;;12;FING;"Fisiología del deporte y el ejercicio /";"Kenney, W. Larry";9780736087728
6528;2018-08-07;;FING;;;36;FING;"Manufactura, ingeniería y tecnología :";"Kalpakjian, Serope";9786073227421
6530;2018-08-07;;FING;;;36;FING;"Diseño de elementos de máquinas.";"Mott, Robert L.";9702608120
6540;2018-08-07;;FING;;;55;FING;"Handbook of modern sensors :";"Fraden, Jacob";9783319193021
6541;2018-08-07;;FING;;;55;FING;"Sensors :";"Kalantar-zadeh, Kourosh";9781461450511
6542;2018-08-07;;FING;;;55;FING;"Next generation sensors and systems.";"Mukhopadhyay, Subhas Chandra";9783319216706
6545;2018-08-07;;FING;;;80;FING;"Ansel's Pharmaceutical dosage forms and drug delivery systems.";"Allen, Loyd V.";9781451188769
6553;2018-08-07;;FING;;;35;FING;"Mecánica de fluidos.";"Potter, Merle C.";9780495667735
6557;2018-08-07;;FING;;;35;FING;"Mecánica de fluidos en ingeniería.";"Heras, Salvador de las";9788476539354
6563;2018-08-07;;FING;;;42;FING;"Principles of hearing and audiology.";"Maltby, Maryanne Tate";9781861562579
6564;2018-08-07;;FING;;;42;FING;"Equipment theory for respiratory care.";"White, Gary C.";9781439059593
6565;2018-08-07;;FING;;;23;FING;"Fourier and Laplace transforms.";"Beerends, R.J.";9780521534413
6566;2018-08-07;;FING;;;80;FING;"Generic drug product development :";"Shargel, Leon";9780781774246
6569;2018-08-07;;FING;;;52;FING;"Lean management :";"Cuatrecasas, Lluís";9788496998155
6570;2018-08-07;;FING;;;28;FING;"Mecatrónica :";"Bolton, William";9786077076032
6574;2018-08-07;;FING;;;61;FING;"La pluma y la lente :";"Román, Mario Sebastián";9789506983697
6575;2018-08-07;;FING;;;61;FING;"Maternidades adolescentes en contextos de pobreza :";"Genolet, Alicia";9789506983673
2671;2018-08-07;;FING;;;45;FING;"Proceedings :";"El-Genk, Mohamed S.";0894640046
6583;2018-08-07;;FING;;;61;FING;"Formación en salud mental :";"De Riso, Silvia";9789506983833
6584;2018-08-07;;FING;;;99;FING;"Prácticas políticas de gobierno escolar.";"Andretich, Gabriela";9789506983840
6585;2018-08-07;;FING;;;50;FING;"Administración en contexto.";"Doval, Inés María";9789506983826
6586;2018-08-07;;FING;;;63;FING;"Anuario del presupuesto 2015.";"Arbelo, Juan Manuel";
6587;2018-08-07;;FING;;;49;FING;"Economía :";"Mochón Morcillo, Francisco";9789701066041
6590;2018-08-07;;FING;;;9;FING;"Química orgánica.";"McMurry, John";9786074817898
6595;2018-08-07;;FING;;;20;FING;"Big data :";"Joyanes Aguilar, Luis";9786077076896
6597;2018-08-07;;FING;;;44;FING;"Surgical design for dental reconstruction with implants :";"Chin, Martin";9780867156843
6603;2018-08-07;;FING;;;54;FING;"Trayectorias de estudiantes universitarios :";"Mastache, Anahí";9789875384071
6604;2018-08-07;;FING;;;23;FING;"Variable compleja con aplicaciones.";"Wunsch, A. David";9684444028
6612;2018-08-07;;FING;;;12;FING;"PhysioEx® 9.0 :";"Zao, Peter";
6614;2018-08-07;;FING;;;23;FING;"Ecuaciones diferenciales con aplicaciones de modelado.";"Zill, Dennis G.";9706861211
6629;2018-08-07;;FING;;;12;FING;"Neurociencia cognitiva.";"Redolar Ripoll, Diego";9788498354089
6641;2018-08-07;;FING;;;41;FING;"Libro de resúmenes.";"Ruiz, Gabriel Alfredo";
6673;2018-08-07;;FING;;;21;FING;"Cálculo :";"Rogawski, Jon";9788429151749
6684;2018-08-07;;FING;;;42;FING;"Modulation of muscle activity and force variability assessed during acute persistent pain.";"Mista, Christian Ariel";
6686;2018-08-07;;FING;;;20;FING;"Estructuras de datos y algoritmos.";"Aho, Alfred V.";0201640244
6690;2018-08-07;;FING;;;12;FING;"Neurociencia de las capacidades y los procesos cognitivos.";"Marino, Julián";9789874078148
6695;2018-08-07;;FING;;;23;FING;"Introducción al análisis de Fourier y las ondoletas.";"Pinsky, Mark A.";9706861920
6696;2018-08-07;;FING;;;23;FING;"Problemas resueltos de ecuaciones diferenciales.";"López Rodríguez, Manuel";8497324579
6697;2018-08-07;;FING;;;34;FING;"Ingeniería mecánica :";"Hibbeler, R.C.";9688806013
6698;2018-08-07;;FING;;;14;FING;"Curso de nivelación de Matemática.";"Tarzia, Domingo Alberto";9562780910
6700;2018-08-07;;FING;;;59;FING;"Escribir, leer y aprender en la universidad :";"Carlino, Paula";9505576536
6703;2018-08-07;;FING;;;14;FING;"Matemática discreta y algoritmos.";"Pérez, Julio Marcelo";9879529340
6705;2018-08-07;;FING;;;48;FING;"Control estadístico de la calidad.";"Carot Alonso, Vicente";9701506626
6706;2018-08-07;;FING;;;17;FING;"Cálculo esencial.";"Larson, Ron";9786074812695
6709;2018-08-07;;FING;;;23;FING;"Ecuaciones diferenciales :";"Ledder, Glenn";9701056264
6710;2018-08-07;;FING;;;30;FING;"Señales y sistemas :";"Roberts, Michael J.";9701050673
6711;2018-08-07;;FING;;;21;FING;"Cálculo de varias variables.";"Zill, Dennis G.";9786071505002
6712;2018-08-07;;FING;;;17;FING;"Cálculo :";"Anton, Howard";9786070500794
6714;2018-08-07;;FING;;;44;FING;"Rapid prototyping of biomaterials :";"Narayan, Roger";9780857095992
6716;2018-08-07;;FING;;;9;FING;"Fundamentos de química orgánica.";"Yurkanis Bruice, Paula";9788483229798
6721;2018-08-07;;FING;;;22;FING;"Programación en C++ :";"Joyanes Aguilar, Luis";844814645X
6739;2018-08-07;;FING;;;42;FING;"Handbook of human factors in medical device design.";"Weinger, Matthew B.";9780805856279
6744;2018-08-07;;FING;;;10;FING;"Física para las ciencias de la vida.";"Jou Mirabent, David";9788448168032
6761;2018-08-07;;FING;;;34;FING;"Ingeniería mecánica :";"Hibbeler, R.C.";9786073237079
6764;2018-08-07;;FING;;;9;FING;"Química biológica.";"Blanco, Antonio";9789500209045
6767;2018-08-07;;FING;;;36;FING;"Manufactura, ingeniería y tecnología.";"Kalpakjian, Serope";9789702610267
6768;2018-08-07;;FING;;;28;FING;"Introducción a los sistemas de control :";"Hernández Gaviño, Ricardo";9786074428421
6769;2018-08-07;;FING;;;36;FING;"Diseño de mecanismos :";"Erdman, Arthur G.";9701842464
6770;2018-08-07;;FING;;;34;FING;"Mecánica para ingenieros :";"Meriam, J.L.";9788429144086
6779;2018-08-07;;FING;;;34;FING;"Mecánica de materiales.";"Gere, James M.";9786075222813
6788;2018-08-07;;FING;;;59;FING;"Historia de las ideas científicas :";"Moledo, Leonardo";9789504940319
6789;2018-08-07;;FING;;;40;FING;"Auditoría en salud :";"Malagón-Londoño, Gustavo";9789588443386
6790;2018-08-07;;FING;;;40;FING;"Gerencia y administración estratégica de la atención médica.";"Fajardo Ortiz, Guillermo";9786070263545
6793;2018-08-07;;FING;;;10;FING;"Introducción a la biología humana para ingeniería biomédica.";"Cabrera Fischer, Edmundo";9789879599327
6799;2018-08-07;;FING;;;40;FING;"Gerencia hospitalaria :";"Malagón-Londoño, Gustavo";9789588443683
6803;2018-08-07;;FING;;;30;FING;"Problemas resueltos de teoría de sistemas.";"Sanchis Llopis, Roberto";9788480216098
6806;2018-08-07;;FING;;;28;FING;"Control automático de procesos industriales :";"Roca, Alfredo";9788499697802
6814;2018-08-07;;FING;;;23;FING;"Ecuaciones diferenciales con aplicaciones de modelado.";"Zill, Dennis G.";9789708300551
6856;2018-08-07;;FING;;;12;FING;"Invitación a la neurociencia.";"Purves, Dale";9500617803
6858;2018-08-07;;FING;;;28;FING;"Sistemas de control continuos y discretos /";"Valdivia Miranda, Carlos";9788428307444
